Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1246198,-,-,-,40.77,-73.94,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2015,1,2,11,0,148,422,325,4,-3,65.16,0.0,2.8000000000000003,0.793,272.90000000000003,63.13,3,1020.0
2015,1,2,11,30,149,461,351,2,-3,64.04,0.0,2.7,0.792,272.90000000000003,63.11,3,1020.0
2015,1,2,12,0,88,810,448,1,-3,63.660000000000004,0.0,2.7,0.791,275.6,63.96,4,1020.0
2015,1,2,12,30,153,438,345,4,-3,64.05,0.0,2.6,0.794,275.6,63.96,4,1020.0
2015,1,2,13,0,141,457,333,8,-3,65.18,0.0,2.6,0.797,278.5,64.56,4,1020.0
2015,1,2,13,30,111,547,325,7,-3,67.02,0.0,2.4000000000000004,0.799,278.5,64.59,3,1020.0
2015,1,2,14,0,88,693,330,0,-2,69.51,0.0,2.2,0.802,278.40000000000003,65.76,3,1020.0
2015,1,2,14,30,80,640,272,1,-2,72.59,0.0,1.9000000000000001,0.797,278.40000000000003,70.62,3,1020.0
2015,1,2,15,0,69,444,176,8,-2,76.17,0.0,1.6,0.792,278.40000000000003,73.57000000000001,3,1020.0
2015,1,2,15,30,55,465,134,0,-2,80.18,0.0,1.5,0.781,278.40000000000003,79.06,2,1020.0
2015,1,2,16,0,34,311,64,0,-2,84.57000000000001,0.0,1.5,0.77,279.40000000000003,78.54,1,1020.0
2015,1,2,16,30,0,0,0,0,-2,89.26,0.0,1.5,0.759,279.40000000000003,84.46000000000001,1,1020.0
2015,1,2,17,0,0,0,0,4,-2,94.22,0.0,1.5,0.748,281.90000000000003,84.23,1,1020.0
2015,1,2,17,30,0,0,0,7,-2,99.39,0.0,1.4000000000000001,0.739,281.90000000000003,84.27,0,1020.0
2015,1,2,18,0,0,0,0,7,-2,104.72,0.0,1.4000000000000001,0.731,284.90000000000003,84.69,0,1020.0
2015,1,2,18,30,0,0,0,7,-2,110.19,0.0,1.3,0.723,284.90000000000003,84.72,0,1020.0
2015,1,2,19,0,0,0,0,7,-2,115.76,0.0,1.3,0.715,289.3,84.08,0,1020.0
2015,1,2,19,30,0,0,0,7,-2,121.4,0.0,1.2000000000000002,0.705,289.3,84.11,0,1020.0
2015,1,2,20,0,0,0,0,4,-2,127.07000000000001,0.0,1.2000000000000002,0.6960000000000001,297.8,83.7,0,1020.0
2015,1,2,20,30,0,0,0,4,-2,132.74,0.0,1.2000000000000002,0.6910000000000001,297.8,83.73,0,1020.0
2015,1,2,21,0,0,0,0,7,-2,138.35,0.0,1.2000000000000002,0.687,312.20000000000005,82.88,0,1020.0
2015,1,2,21,30,0,0,0,7,-2,143.84,0.0,1.2000000000000002,0.683,312.20000000000005,82.91,0,1030.0
2015,1,2,22,0,0,0,0,7,-2,149.1,0.0,1.2000000000000002,0.679,331.90000000000003,88.26,0,1030.0
2015,1,2,22,30,0,0,0,7,-2,153.95000000000002,0.0,1.2000000000000002,0.679,331.90000000000003,88.27,0,1030.0
2015,1,2,23,0,0,0,0,7,-2,158.08,0.0,1.2000000000000002,0.679,355.90000000000003,87.02,0,1030.0
2015,1,2,23,30,0,0,0,4,-2,161.0,0.0,1.2000000000000002,0.68,355.90000000000003,87.04,0,1030.0
2015,1,3,0,0,0,0,0,7,-3,162.08,0.0,1.3,0.682,13.0,85.44,-1,1030.0
2015,1,3,0,30,0,0,0,4,-3,160.99,0.0,1.3,0.6910000000000001,13.0,85.46000000000001,-1,1030.0
2015,1,3,1,0,0,0,0,4,-3,158.07,0.0,1.4000000000000001,0.7010000000000001,25.5,83.63,-1,1030.0
2015,1,3,1,30,0,0,0,7,-3,153.94,0.0,1.3,0.719,25.5,83.65,-1,1030.0
2015,1,3,2,0,0,0,0,7,-3,149.09,0.0,1.3,0.737,36.7,86.69,-1,1030.0
2015,1,3,2,30,0,0,0,7,-3,143.83,0.0,1.3,0.75,36.7,86.7,-1,1030.0
2015,1,3,3,0,0,0,0,7,-4,138.34,0.0,1.3,0.764,44.1,84.79,-2,1030.0
2015,1,3,3,30,0,0,0,7,-4,132.72,0.0,1.3,0.777,44.1,84.82000000000001,-2,1030.0
2015,1,3,4,0,0,0,0,7,-4,127.05,0.0,1.3,0.791,50.800000000000004,90.3,-2,1030.0
2015,1,3,4,30,0,0,0,7,-4,121.38,0.0,1.2000000000000002,0.8160000000000001,50.800000000000004,90.34,-2,1030.0
2015,1,3,5,0,0,0,0,8,-4,115.74000000000001,0.0,1.2000000000000002,0.841,61.5,90.29,-2,1030.0
2015,1,3,5,30,0,0,0,4,-4,110.16,0.0,1.2000000000000002,0.891,61.5,83.88,-2,1030.0
2015,1,3,6,0,0,0,0,4,-4,104.69,0.0,1.2000000000000002,0.9410000000000001,74.10000000000001,85.51,-2,1030.0
2015,1,3,6,30,0,0,0,1,-4,99.35000000000001,0.0,1.2000000000000002,0.994,74.10000000000001,85.51,-1,1030.0
2015,1,3,7,0,0,0,0,4,-3,94.18,0.0,1.3,1.048,86.2,88.33,-1,1030.0
2015,1,3,7,30,0,0,0,4,-3,89.22,0.0,1.3,1.097,86.2,82.09,0,1030.0
2015,1,3,8,0,30,0,30,4,-2,84.52,0.0,1.4000000000000001,1.147,94.60000000000001,81.03,0,1030.0
2015,1,3,8,30,61,17,64,4,-2,80.13,0.0,1.5,1.202,94.60000000000001,81.04,0,1030.0
2015,1,3,9,0,85,1,85,4,-2,76.11,0.0,1.7000000000000002,1.2590000000000001,94.9,79.58,1,1030.0
2015,1,3,9,30,67,0,67,4,-2,72.52,0.0,1.9000000000000001,1.34,94.9,79.57000000000001,2,1030.0
2015,1,3,10,0,138,35,150,4,-1,69.44,0.0,2.2,1.422,111.0,77.31,3,1030.0
2015,1,3,10,30,50,0,50,4,-1,66.94,0.0,2.2,1.547,111.0,77.27,3,1030.0
2015,1,3,11,0,82,0,82,4,0,65.09,0.0,2.3000000000000003,1.672,122.30000000000001,76.79,4,1030.0
2015,1,3,11,30,67,0,67,7,0,63.96,0.0,2.3000000000000003,1.825,122.30000000000001,76.74,4,1030.0
2015,1,3,12,0,20,0,20,4,0,63.57,0.0,2.4000000000000004,1.978,126.30000000000001,77.63,4,1030.0
2015,1,3,12,30,25,0,25,4,0,63.940000000000005,0.0,2.3000000000000003,2.114,126.30000000000001,83.25,4,1030.0
2015,1,3,13,0,148,4,150,8,1,65.06,0.0,2.3000000000000003,2.251,116.4,89.95,4,1030.0
2015,1,3,13,30,40,0,40,7,1,66.9,0.0,2.3000000000000003,2.331,116.4,96.52,3,1030.0
2015,1,3,14,0,90,0,90,7,2,69.38,0.0,2.3000000000000003,2.412,105.30000000000001,100.0,3,1030.0
2015,1,3,14,30,78,0,78,7,2,72.45,0.0,2.2,2.455,105.30000000000001,100.0,2,1020.0
2015,1,3,15,0,17,0,17,6,2,76.03,0.0,2.1,2.499,103.2,100.0,2,1020.0
2015,1,3,15,30,11,0,11,6,2,80.04,0.0,2.1,2.525,103.2,100.0,2,1020.0
2015,1,3,16,0,5,0,5,7,2,84.43,0.0,2.1,2.552,99.60000000000001,100.0,2,1020.0
2015,1,3,16,30,0,0,0,7,2,89.12,0.0,2.1,2.587,99.60000000000001,100.0,2,1020.0
2015,1,3,17,0,0,0,0,7,2,94.08,0.0,2.2,2.623,100.7,100.0,2,1020.0
2015,1,3,17,30,0,0,0,4,2,99.24000000000001,0.0,2.2,2.645,100.7,100.0,2,1020.0
2015,1,3,18,0,0,0,0,7,2,104.58,0.0,2.3000000000000003,2.668,113.9,100.0,3,1020.0
2015,1,3,18,30,0,0,0,7,2,110.05,0.0,2.2,2.753,113.9,100.0,3,1020.0
2015,1,3,19,0,0,0,0,7,2,115.62,0.0,2.1,2.838,123.4,100.0,4,1020.0
2015,1,3,19,30,0,0,0,7,2,121.26,0.0,1.9000000000000001,2.952,123.4,100.0,4,1020.0
2015,1,3,20,0,0,0,0,7,4,126.93,0.0,1.8,3.0660000000000003,135.6,100.0,4,1020.0
2015,1,3,20,30,0,0,0,7,4,132.6,0.0,1.6,3.145,135.6,100.0,4,1020.0
2015,1,3,21,0,0,0,0,7,4,138.21,0.0,1.5,3.225,147.0,100.0,4,1020.0
2015,1,3,21,30,0,0,0,7,4,143.70000000000002,0.0,1.4000000000000001,3.2920000000000003,147.0,100.0,4,1020.0
2015,1,3,22,0,0,0,0,7,4,148.96,0.0,1.3,3.36,158.20000000000002,100.0,4,1020.0
2015,1,3,22,30,0,0,0,7,4,153.81,0.0,1.2000000000000002,3.412,158.20000000000002,100.0,4,1010.0
2015,1,3,23,0,0,0,0,6,4,157.94,0.0,1.1,3.465,171.10000000000002,100.0,4,1010.0
2015,1,3,23,30,0,0,0,6,4,160.87,0.0,1.0,3.515,171.10000000000002,100.0,4,1010.0
2015,1,4,0,0,0,0,0,6,4,161.98,0.0,1.0,3.5660000000000003,190.10000000000002,100.0,4,1010.0
2015,1,4,0,30,0,0,0,6,4,160.93,0.0,1.0,3.61,190.10000000000002,100.0,4,1010.0
2015,1,4,1,0,0,0,0,7,4,158.05,0.0,1.1,3.656,203.70000000000002,100.0,4,1010.0
2015,1,4,1,30,0,0,0,7,4,153.93,0.0,1.1,3.602,203.70000000000002,100.0,4,1010.0
2015,1,4,2,0,0,0,0,4,4,149.1,0.0,1.1,3.549,224.8,100.0,4,1010.0
2015,1,4,2,30,0,0,0,4,2,143.85,0.0,1.1,3.426,224.8,100.0,4,1010.0
2015,1,4,3,0,0,0,0,7,2,138.36,0.0,1.1,3.3040000000000003,230.8,100.0,4,1010.0
2015,1,4,3,30,0,0,0,7,2,132.75,0.0,1.0,3.2760000000000002,230.8,100.0,3,1010.0
2015,1,4,4,0,0,0,0,1,2,127.08,0.0,1.0,3.248,223.9,100.0,3,1010.0
2015,1,4,4,30,0,0,0,7,2,121.41,0.0,1.1,3.257,223.9,100.0,3,1010.0
2015,1,4,5,0,0,0,0,7,2,115.76,0.0,1.3,3.267,220.3,100.0,3,1010.0
2015,1,4,5,30,0,0,0,7,2,110.19,0.0,1.4000000000000001,3.327,220.3,100.0,3,1010.0
2015,1,4,6,0,0,0,0,7,2,104.71000000000001,0.0,1.5,3.387,216.8,100.0,4,1010.0
2015,1,4,6,30,0,0,0,7,2,99.37,0.0,1.4000000000000001,3.474,216.8,100.0,4,1010.0
2015,1,4,7,0,0,0,0,7,2,94.19,0.0,1.4000000000000001,3.561,214.0,100.0,4,1010.0
2015,1,4,7,30,0,0,0,6,2,89.22,0.0,1.4000000000000001,3.624,214.0,100.0,4,1010.0
2015,1,4,8,0,10,0,10,7,2,84.51,0.0,1.4000000000000001,3.688,214.0,100.0,4,1010.0
2015,1,4,8,30,22,0,22,7,2,80.11,0.0,1.2000000000000002,3.708,214.0,100.0,4,1010.0
2015,1,4,9,0,45,0,45,6,4,76.08,0.0,1.2000000000000002,3.729,209.9,100.0,4,1010.0
2015,1,4,9,30,95,0,95,7,4,72.48,0.0,1.4000000000000001,3.633,209.9,100.0,4,1010.0
2015,1,4,10,0,67,0,67,7,4,69.39,0.0,1.7000000000000002,3.537,209.3,100.0,5,1010.0
2015,1,4,10,30,22,0,22,7,4,66.88,0.0,1.9000000000000001,3.326,209.3,100.0,5,1000.0
2015,1,4,11,0,81,0,81,8,6,65.02,0.0,2.2,3.115,219.70000000000002,100.0,6,1000.0
2015,1,4,11,30,106,0,106,8,6,63.870000000000005,0.0,2.4000000000000004,2.9370000000000003,219.70000000000002,100.0,7,1000.0
2015,1,4,12,0,152,3,154,7,7,63.47,0.0,2.7,2.7600000000000002,227.60000000000002,100.0,8,1000.0
2015,1,4,12,30,163,14,170,7,7,63.83,0.0,2.6,2.758,227.60000000000002,100.0,8,1000.0
2015,1,4,13,0,106,0,106,7,8,64.94,0.0,2.6,2.7560000000000002,229.5,100.0,8,1000.0
2015,1,4,13,30,113,0,113,7,8,66.77,0.0,2.5,2.828,229.5,100.0,8,1000.0
2015,1,4,14,0,91,0,91,6,8,69.25,0.0,2.4000000000000004,2.9010000000000002,227.9,100.0,9,1000.0
2015,1,4,14,30,116,27,125,6,8,72.31,0.0,2.3000000000000003,2.875,227.9,100.0,8,1000.0
2015,1,4,15,0,62,0,62,6,8,75.88,0.0,2.2,2.849,219.20000000000002,100.0,8,1000.0
2015,1,4,15,30,41,0,41,6,7,79.9,0.0,2.1,2.863,219.20000000000002,100.0,8,1000.0
2015,1,4,16,0,19,0,19,6,7,84.28,0.0,2.1,2.8770000000000002,217.20000000000002,100.0,8,1000.0
2015,1,4,16,30,3,0,3,6,7,88.97,0.0,1.9000000000000001,2.956,217.20000000000002,100.0,7,1000.0
2015,1,4,17,0,0,0,0,6,7,93.93,0.0,1.7000000000000002,3.035,217.70000000000002,100.0,7,1000.0
2015,1,4,17,30,0,0,0,6,7,99.10000000000001,0.0,1.7000000000000002,3.048,217.70000000000002,100.0,7,1000.0
2015,1,4,18,0,0,0,0,6,7,104.43,0.0,1.7000000000000002,3.0620000000000003,229.9,100.0,8,1000.0
2015,1,4,18,30,0,0,0,6,7,109.9,0.0,1.7000000000000002,2.98,229.9,100.0,8,1000.0
2015,1,4,19,0,0,0,0,7,7,115.47,0.0,1.8,2.898,248.4,100.0,8,1000.0
2015,1,4,19,30,0,0,0,7,7,121.11,0.0,1.7000000000000002,2.806,248.4,100.0,8,1000.0
2015,1,4,20,0,0,0,0,7,7,126.78,0.0,1.7000000000000002,2.715,275.8,100.0,8,1000.0
2015,1,4,20,30,0,0,0,7,7,132.45,0.0,1.9000000000000001,2.408,275.8,100.0,7,1000.0
2015,1,4,21,0,0,0,0,7,7,138.06,0.0,2.2,2.101,291.3,100.0,7,1000.0
2015,1,4,21,30,0,0,0,7,6,143.55,0.0,2.3000000000000003,1.79,291.3,100.0,6,1000.0
2015,1,4,22,0,0,0,0,7,5,148.81,0.0,2.5,1.479,284.7,98.27,6,1000.0
2015,1,4,22,30,0,0,0,7,4,153.66,0.0,2.7,1.2630000000000001,284.7,100.0,6,1000.0
2015,1,4,23,0,0,0,0,7,4,157.8,0.0,2.9000000000000004,1.047,278.7,97.03,6,1000.0
2015,1,4,23,30,0,0,0,7,4,160.74,0.0,2.9000000000000004,0.92,278.7,100.0,5,1000.0
2015,1,5,0,0,0,0,0,7,3,161.87,0.0,3.0,0.794,277.5,95.10000000000001,5,1010.0
2015,1,5,0,30,0,0,0,7,2,160.86,0.0,2.8000000000000003,0.758,277.5,100.0,4,1010.0
2015,1,5,1,0,0,0,0,7,2,158.01,0.0,2.7,0.722,276.40000000000003,95.67,4,1010.0
2015,1,5,1,30,0,0,0,0,2,153.92000000000002,0.0,2.6,0.712,276.40000000000003,95.71000000000001,3,1010.0
2015,1,5,2,0,0,0,0,0,1,149.1,0.0,2.6,0.7030000000000001,279.0,91.91,3,1010.0
2015,1,5,2,30,0,0,0,0,1,143.86,0.0,2.7,0.6920000000000001,279.0,98.71000000000001,3,1010.0
2015,1,5,3,0,0,0,0,0,1,138.38,0.0,2.8000000000000003,0.682,281.6,94.7,3,1010.0
2015,1,5,3,30,0,0,0,0,1,132.77,0.0,2.8000000000000003,0.659,281.6,94.73,2,1010.0
2015,1,5,4,0,0,0,0,1,0,127.11,0.0,2.8000000000000003,0.636,287.90000000000003,87.06,2,1010.0
2015,1,5,4,30,0,0,0,0,0,121.43,0.0,2.7,0.614,287.90000000000003,93.57000000000001,2,1010.0
2015,1,5,5,0,0,0,0,0,-1,115.79,0.0,2.7,0.593,288.90000000000003,84.5,2,1010.0
2015,1,5,5,30,0,0,0,4,-1,110.21000000000001,0.0,2.7,0.577,288.90000000000003,90.9,1,1010.0
2015,1,5,6,0,0,0,0,4,-2,104.72,0.0,2.8000000000000003,0.562,288.7,81.56,1,1010.0
2015,1,5,6,30,0,0,0,4,-2,99.38,0.0,2.8000000000000003,0.554,288.7,81.62,0,1010.0
2015,1,5,7,0,0,0,0,1,-3,94.19,0.0,2.8000000000000003,0.546,289.1,75.48,0,1010.0
2015,1,5,7,30,0,0,0,4,-3,89.22,0.0,2.9000000000000004,0.545,289.1,75.53,0,1010.0
2015,1,5,8,0,35,179,53,4,-4,84.5,0.0,3.1,0.545,289.40000000000003,73.02,1,1010.0
2015,1,5,8,30,64,267,110,4,-4,80.09,0.0,3.3000000000000003,0.532,289.40000000000003,73.05,1,1010.0
2015,1,5,9,0,77,372,167,4,-5,76.05,0.0,3.6,0.519,289.7,61.910000000000004,1,1010.0
2015,1,5,9,30,119,46,132,4,-5,72.44,0.0,3.7,0.489,289.7,61.92,1,1020.0
2015,1,5,10,0,144,50,162,4,-6,69.33,0.0,3.9000000000000004,0.46,289.8,56.620000000000005,1,1020.0
2015,1,5,10,30,80,812,400,1,-6,66.81,0.0,4.0,0.426,289.8,60.85,1,1020.0
2015,1,5,11,0,79,853,440,4,-7,64.93,0.0,4.1000000000000005,0.392,289.6,56.79,1,1020.0
2015,1,5,11,30,158,443,354,4,-7,63.77,0.0,4.1000000000000005,0.359,289.6,56.79,0,1020.0
2015,1,5,12,0,152,471,363,4,-8,63.36,0.0,4.2,0.327,291.2,53.0,0,1020.0
