Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1246198,-,-,-,40.77,-73.94,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2016,1,1,0,0,0,0,0,8,1,162.27,0.0,1.3,0.897,314.20000000000005,96.48,3,1010.0
2016,1,1,0,30,0,0,0,8,1,161.1,0.0,1.2000000000000002,0.9,314.20000000000005,96.48,2,1010.0
2016,1,1,1,0,0,0,0,8,1,158.11,0.0,1.1,0.904,311.0,94.5,2,1010.0
2016,1,1,1,30,0,0,0,8,1,153.92000000000002,0.0,1.1,0.907,311.0,94.5,2,1010.0
2016,1,1,2,0,0,0,0,8,0,149.04,0.0,1.1,0.91,308.70000000000005,92.18,2,1010.0
2016,1,1,2,30,0,0,0,8,0,143.76,0.0,1.1,0.906,308.70000000000005,92.18,2,1010.0
2016,1,1,3,0,0,0,0,8,0,138.26,0.0,1.1,0.902,305.90000000000003,90.53,2,1010.0
2016,1,1,3,30,0,0,0,8,0,132.64000000000001,0.0,1.1,0.894,305.90000000000003,97.24000000000001,2,1010.0
2016,1,1,4,0,0,0,0,8,0,126.97,0.0,1.1,0.886,302.2,96.0,2,1010.0
2016,1,1,4,30,0,0,0,8,0,121.29,0.0,1.1,0.881,302.2,96.0,2,1010.0
2016,1,1,5,0,0,0,0,8,0,115.66,0.0,1.1,0.876,295.5,94.27,2,1010.0
2016,1,1,5,30,0,0,0,8,0,110.09,0.0,1.1,0.872,295.5,94.27,1,1010.0
2016,1,1,6,0,0,0,0,8,0,104.63,0.0,1.1,0.869,287.90000000000003,93.34,1,1010.0
2016,1,1,6,30,0,0,0,8,0,99.3,0.0,1.1,0.862,287.90000000000003,93.33,1,1010.0
2016,1,1,7,0,0,0,0,8,0,94.14,0.0,1.1,0.856,281.1,92.97,1,1010.0
2016,1,1,7,30,0,0,0,8,0,89.19,0.0,1.2000000000000002,0.844,281.1,92.96000000000001,1,1010.0
2016,1,1,8,0,31,0,31,6,0,84.51,0.0,1.3,0.8320000000000001,276.2,87.69,2,1010.0
2016,1,1,8,30,62,16,65,8,0,80.14,0.0,1.5,0.8250000000000001,276.2,87.68,2,1010.0
2016,1,1,9,0,92,32,100,8,0,76.14,0.0,1.7000000000000002,0.8180000000000001,275.40000000000003,78.74,3,1010.0
2016,1,1,9,30,119,41,132,8,0,72.58,0.0,1.8,0.8140000000000001,275.40000000000003,78.72,3,1010.0
2016,1,1,10,0,141,53,160,4,0,69.53,0.0,1.9000000000000001,0.811,280.0,75.83,4,1010.0
2016,1,1,10,30,116,0,116,4,0,67.06,0.0,1.9000000000000001,0.798,280.0,75.79,4,1010.0
2016,1,1,11,0,127,0,127,8,0,65.24,0.0,2.0,0.785,278.1,70.53,4,1010.0
2016,1,1,11,30,191,141,253,4,0,64.13,0.0,2.1,0.774,278.1,70.5,4,1010.0
2016,1,1,12,0,186,62,214,8,0,63.77,0.0,2.2,0.763,272.40000000000003,71.14,5,1010.0
2016,1,1,12,30,170,346,320,8,0,64.17,0.0,2.3000000000000003,0.76,272.40000000000003,71.12,5,1010.0
2016,1,1,13,0,174,311,304,8,0,65.31,0.0,2.4000000000000004,0.757,268.5,71.4,5,1010.0
2016,1,1,13,30,60,0,60,4,0,67.17,0.0,2.4000000000000004,0.752,268.5,71.38,5,1010.0
2016,1,1,14,0,52,0,52,4,0,69.67,0.0,2.5,0.747,269.2,70.89,5,1010.0
2016,1,1,14,30,43,0,43,4,0,72.74,0.0,2.4000000000000004,0.739,269.2,76.06,4,1010.0
2016,1,1,15,0,32,0,32,8,0,76.33,0.0,2.3000000000000003,0.732,272.6,75.21000000000001,4,1010.0
2016,1,1,15,30,21,0,21,8,0,80.35000000000001,0.0,2.3000000000000003,0.713,272.6,75.22,3,1010.0
2016,1,1,16,0,9,0,9,8,-1,84.74,0.0,2.3000000000000003,0.6950000000000001,276.40000000000003,73.57000000000001,3,1010.0
2016,1,1,16,30,0,0,0,1,-1,89.44,0.0,2.3000000000000003,0.663,276.40000000000003,79.01,2,1010.0
2016,1,1,17,0,0,0,0,1,-1,94.39,0.0,2.4000000000000004,0.631,281.2,76.11,2,1010.0
2016,1,1,17,30,0,0,0,1,-1,99.56,0.0,2.4000000000000004,0.591,281.2,81.79,2,1010.0
2016,1,1,18,0,0,0,0,1,-2,104.89,0.0,2.5,0.551,284.3,78.2,2,1010.0
2016,1,1,18,30,0,0,0,1,-2,110.36,0.0,2.3000000000000003,0.523,284.3,84.07000000000001,1,1010.0
2016,1,1,19,0,0,0,0,1,-2,115.93,0.0,2.2,0.496,282.7,82.10000000000001,1,1010.0
2016,1,1,19,30,0,0,0,1,-2,121.57000000000001,0.0,2.1,0.489,282.7,82.10000000000001,0,1010.0
2016,1,1,20,0,0,0,0,1,-2,127.24000000000001,0.0,2.1,0.482,280.40000000000003,81.06,0,1010.0
2016,1,1,20,30,0,0,0,1,-2,132.91,0.0,2.0,0.487,280.40000000000003,81.05,0,1010.0
2016,1,1,21,0,0,0,0,1,-2,138.53,0.0,2.0,0.493,278.1,80.24,0,1010.0
2016,1,1,21,30,0,0,0,1,-2,144.01,0.0,2.0,0.498,278.1,80.23,0,1010.0
2016,1,1,22,0,0,0,0,1,-3,149.27,0.0,2.0,0.504,276.8,79.47,0,1010.0
2016,1,1,22,30,0,0,0,1,-3,154.12,0.0,2.0,0.504,276.8,79.47,0,1010.0
2016,1,1,23,0,0,0,0,1,-3,158.25,0.0,2.0,0.505,276.2,78.77,0,1010.0
2016,1,1,23,30,0,0,0,1,-3,161.15,0.0,2.0,0.512,276.2,78.77,0,1010.0
2016,1,2,0,0,0,0,0,4,-3,162.19,0.0,2.0,0.519,276.40000000000003,84.14,0,1010.0
2016,1,2,0,30,0,0,0,1,-3,161.06,0.0,2.0,0.534,276.40000000000003,84.15,0,1010.0
2016,1,2,1,0,0,0,0,1,-3,158.1,0.0,2.0,0.549,276.7,83.60000000000001,0,1010.0
2016,1,2,1,30,0,0,0,1,-3,153.94,0.0,1.9000000000000001,0.552,276.7,83.61,0,1010.0
2016,1,2,2,0,0,0,0,8,-3,149.07,0.0,1.9000000000000001,0.556,278.0,84.34,0,1010.0
2016,1,2,2,30,0,0,0,8,-3,143.79,0.0,1.7000000000000002,0.547,278.0,84.34,0,1010.0
2016,1,2,3,0,0,0,0,8,-3,138.3,0.0,1.6,0.539,279.7,84.92,0,1010.0
2016,1,2,3,30,0,0,0,8,-3,132.68,0.0,1.6,0.525,279.7,84.92,0,1010.0
2016,1,2,4,0,0,0,0,1,-3,127.01,0.0,1.6,0.511,282.1,84.69,-1,1010.0
2016,1,2,4,30,0,0,0,1,-3,121.33,0.0,1.5,0.502,282.1,84.7,-1,1010.0
