Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1246198,-,-,-,40.77,-73.94,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,0,0,0,8,1,162.21,0.0,2.2,1.502,229.70000000000002,87.13,3,1010.0
2017,1,1,0,30,0,0,0,8,1,161.07,0.0,2.1,1.469,229.70000000000002,87.14,3,1010.0
2017,1,1,1,0,0,0,0,8,1,158.1,0.0,2.0,1.437,234.10000000000002,87.74,3,1010.0
2017,1,1,1,30,0,0,0,4,1,153.93,0.0,1.8,1.367,234.10000000000002,94.21000000000001,3,1010.0
2017,1,1,2,0,0,0,0,4,1,149.06,0.0,1.7000000000000002,1.298,236.3,93.38,3,1010.0
2017,1,1,2,30,0,0,0,4,1,143.79,0.0,1.6,1.198,236.3,93.39,2,1010.0
2017,1,1,3,0,0,0,0,4,0,138.29,0.0,1.6,1.098,240.0,91.85000000000001,2,1010.0
2017,1,1,3,30,0,0,0,0,0,132.67000000000002,0.0,1.6,1.022,240.0,98.71000000000001,2,1010.0
2017,1,1,4,0,0,0,0,4,0,127.0,0.0,1.7000000000000002,0.9460000000000001,246.9,97.05,2,1010.0
2017,1,1,4,30,0,0,0,1,0,121.32000000000001,0.0,1.7000000000000002,0.892,246.9,97.11,1,1010.0
2017,1,1,5,0,0,0,0,1,0,115.69,0.0,1.7000000000000002,0.839,252.10000000000002,96.93,1,1010.0
2017,1,1,5,30,0,0,0,1,0,110.12,0.0,1.7000000000000002,0.782,252.10000000000002,96.98,1,1010.0
2017,1,1,6,0,0,0,0,1,0,104.65,0.0,1.8,0.726,258.7,97.77,1,1010.0
2017,1,1,6,30,0,0,0,0,0,99.32000000000001,0.0,1.8,0.6920000000000001,258.7,97.83,1,1010.0
2017,1,1,7,0,0,0,0,1,0,94.16,0.0,1.9000000000000001,0.659,269.7,99.59,2,1010.0
2017,1,1,7,30,0,0,0,1,0,89.21000000000001,0.0,2.0,0.64,269.7,92.78,2,1010.0
2017,1,1,8,0,33,350,66,1,1,84.52,0.0,2.1,0.621,279.2,90.18,3,1010.0
2017,1,1,8,30,50,519,139,0,1,80.14,0.0,2.2,0.607,279.2,90.24,4,1010.0
2017,1,1,9,0,60,645,215,1,1,76.13,0.0,2.3000000000000003,0.594,289.2,84.71000000000001,5,1020.0
2017,1,1,9,30,68,717,283,1,1,72.56,0.0,2.4000000000000004,0.584,289.2,84.76,5,1020.0
2017,1,1,10,0,68,792,346,1,0,69.5,0.0,2.5,0.5750000000000001,299.40000000000003,69.83,6,1020.0
2017,1,1,10,30,72,825,394,1,0,67.02,0.0,2.4000000000000004,0.5690000000000001,299.40000000000003,69.84,6,1020.0
2017,1,1,11,0,72,855,431,1,-1,65.19,0.0,2.3000000000000003,0.5640000000000001,302.5,59.75,6,1020.0
2017,1,1,11,30,74,866,453,1,-1,64.08,0.0,2.2,0.5660000000000001,302.5,59.75,6,1020.0
2017,1,1,12,0,73,875,460,1,-1,63.71,0.0,2.1,0.5680000000000001,301.7,57.56,6,1020.0
2017,1,1,12,30,72,871,453,1,-1,64.1,0.0,2.0,0.5700000000000001,301.7,57.57,6,1020.0
2017,1,1,13,0,70,863,431,1,-1,65.23,0.0,1.9000000000000001,0.5730000000000001,302.1,56.86,7,1020.0
2017,1,1,13,30,67,842,395,1,-1,67.08,0.0,1.7000000000000002,0.5750000000000001,302.1,56.88,6,1020.0
2017,1,1,14,0,63,813,347,1,-1,69.57000000000001,0.0,1.5,0.577,305.6,58.300000000000004,6,1020.0
2017,1,1,14,30,58,767,287,1,-1,72.65,0.0,1.2000000000000002,0.5740000000000001,305.6,62.51,5,1020.0
2017,1,1,15,0,51,703,218,1,0,76.23,0.0,0.9,0.5710000000000001,315.0,71.66,5,1020.0
2017,1,1,15,30,42,601,143,1,0,80.25,0.0,1.0,0.562,315.0,76.88,4,1020.0
2017,1,1,16,0,28,442,69,1,-2,84.64,0.0,1.2000000000000002,0.554,326.8,69.60000000000001,3,1020.0
2017,1,1,16,30,0,0,0,0,-2,89.33,0.0,1.2000000000000002,0.545,326.8,69.65,3,1020.0
2017,1,1,17,0,0,0,0,0,-3,94.29,0.0,1.3,0.537,335.3,64.57000000000001,3,1020.0
2017,1,1,17,30,0,0,0,0,-3,99.46000000000001,0.0,1.3,0.528,335.3,69.35000000000001,3,1020.0
2017,1,1,18,0,0,0,0,0,-3,104.79,0.0,1.3,0.519,355.20000000000005,67.58,3,1020.0
2017,1,1,18,30,0,0,0,8,-3,110.26,0.0,1.3,0.513,355.20000000000005,67.6,2,1020.0
2017,1,1,19,0,0,0,0,4,-3,115.83,0.0,1.3,0.508,21.400000000000002,66.65,2,1020.0
2017,1,1,19,30,0,0,0,0,-3,121.47,0.0,1.3,0.508,21.400000000000002,66.66,2,1020.0
2017,1,1,20,0,0,0,0,0,-3,127.14,0.0,1.3,0.508,45.800000000000004,66.82000000000001,2,1020.0
2017,1,1,20,30,0,0,0,0,-3,132.81,0.0,1.3,0.513,45.800000000000004,71.8,2,1020.0
2017,1,1,21,0,0,0,0,0,-3,138.42000000000002,0.0,1.3,0.518,66.8,73.03,2,1020.0
2017,1,1,21,30,0,0,0,1,-3,143.91,0.0,1.3,0.527,66.8,73.04,1,1020.0
2017,1,1,22,0,0,0,0,4,-2,149.17000000000002,0.0,1.3,0.537,78.9,76.03,1,1030.0
2017,1,1,22,30,0,0,0,8,-2,154.02,0.0,1.2000000000000002,0.549,78.9,81.72,1,1030.0
2017,1,1,23,0,0,0,0,8,-2,158.15,0.0,1.2000000000000002,0.562,81.0,86.19,1,1030.0
2017,1,1,23,30,0,0,0,4,-2,161.06,0.0,1.2000000000000002,0.58,81.0,86.18,1,1020.0
2017,1,2,0,0,0,0,0,8,-1,162.12,0.0,1.2000000000000002,0.599,82.2,90.5,1,1020.0
2017,1,2,0,30,0,0,0,8,-1,161.02,0.0,1.2000000000000002,0.641,82.2,90.5,1,1020.0
2017,1,2,1,0,0,0,0,8,0,158.09,0.0,1.2000000000000002,0.684,85.5,94.09,1,1020.0
2017,1,2,1,30,0,0,0,8,0,153.94,0.0,1.1,0.732,85.5,94.11,1,1030.0
2017,1,2,2,0,0,0,0,8,0,149.08,0.0,1.1,0.781,89.60000000000001,96.97,1,1030.0
2017,1,2,2,30,0,0,0,8,0,143.81,0.0,1.1,0.81,89.60000000000001,96.96000000000001,1,1030.0
2017,1,2,3,0,0,0,0,8,0,138.32,0.0,1.2000000000000002,0.84,90.80000000000001,92.66,1,1030.0
2017,1,2,3,30,0,0,0,8,0,132.7,0.0,1.2000000000000002,0.881,90.80000000000001,92.65,1,1030.0
2017,1,2,4,0,0,0,0,8,0,127.04,0.0,1.2000000000000002,0.922,89.10000000000001,95.25,1,1020.0
2017,1,2,4,30,0,0,0,8,0,121.36,0.0,1.1,1.006,89.10000000000001,95.27,1,1030.0
2017,1,2,5,0,0,0,0,8,0,115.72,0.0,1.1,1.092,87.80000000000001,96.44,2,1030.0
2017,1,2,5,30,0,0,0,6,0,110.15,0.0,1.1,1.21,87.80000000000001,96.46000000000001,2,1030.0
2017,1,2,6,0,0,0,0,6,0,104.68,0.0,1.1,1.329,86.80000000000001,97.18,2,1030.0
2017,1,2,6,30,0,0,0,6,0,99.34,0.0,1.1,1.455,86.80000000000001,97.2,2,1030.0
2017,1,2,7,0,0,0,0,8,0,94.18,0.0,1.1,1.582,81.7,97.7,2,1030.0
2017,1,2,7,30,0,0,0,8,0,89.22,0.0,1.1,1.687,81.7,97.7,2,1030.0
2017,1,2,8,0,19,0,19,8,1,84.52,0.0,1.2000000000000002,1.793,79.30000000000001,93.42,3,1030.0
2017,1,2,8,30,41,0,41,8,1,80.13,0.0,1.2000000000000002,1.869,79.30000000000001,93.42,3,1030.0
2017,1,2,9,0,63,0,63,8,1,76.12,0.0,1.3,1.945,79.7,89.87,3,1030.0
2017,1,2,9,30,83,0,83,8,1,72.53,0.0,1.3,2.02,79.7,89.86,3,1030.0
2017,1,2,10,0,100,0,100,8,1,69.46000000000001,0.0,1.4000000000000001,2.095,81.30000000000001,92.81,4,1030.0
2017,1,2,10,30,71,0,71,8,1,66.97,0.0,1.4000000000000001,2.1710000000000003,81.30000000000001,92.77,4,1030.0
2017,1,2,11,0,97,0,97,6,2,65.13,0.0,1.5,2.247,79.60000000000001,95.44,4,1030.0
2017,1,2,11,30,66,0,66,6,2,64.0,0.0,1.5,2.298,79.60000000000001,95.4,4,1030.0
2017,1,2,12,0,43,0,43,6,2,63.61,0.0,1.5,2.349,75.4,97.35000000000001,4,1020.0
2017,1,2,12,30,102,0,102,6,2,63.99,0.0,1.5,2.369,75.4,97.32000000000001,4,1020.0
